ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
VA19,small_airport,Snow Hill Airport,268,NA,US,US-VA,Charlottesville,VA19,,VA19,"-78.36920166015625, 37.95399856567383"
VA23,small_airport,Sanford Field,15,NA,US,US-VA,Coles Point,VA23,,VA23,"-76.61360168457031, 38.11899948120117"
VA24,small_airport,Skovhus Airport,712,NA,US,US-VA,Concord,VA24,,VA24,"-78.96420288085938, 37.41429901123047"
VA25,small_airport,Twin Towers Airport,470,NA,US,US-VA,Chase City,VA25,,VA25,"-78.3604965209961, 36.76430130004883"
VA26,small_airport,Trent Farm Airstrip,1130,NA,US,US-VA,Critz,VA26,,VA26,"-80.11640167236328, 36.65010070800781"
VA27,small_airport,Moorefield's Airstrip,1110,NA,US,US-VA,Critz,VA27,,VA27,"-80.13780212402344, 36.559898376464844"
VA28,small_airport,Layne Farm Airstrip,560,NA,US,US-VA,Cullen,VA28,,VA28,"-78.64360046386719, 37.121299743652344"
VA30,small_airport,Berryvale Airport,470,NA,US,US-VA,Culpeper,VA30,,VA30,"-77.9563980102539, 38.526798248291016"
VA31,small_airport,Apple Grove Airport,15,NA,US,US-VA,Kilmarnock,VA31,,VA31,"-76.34629821777344, 37.76259994506836"
VA32,small_airport,Longs Airport,870,NA,US,US-VA,Edinburg,VA32,,VA32,"-78.5719985961914, 38.804298400878906"
VA33,small_airport,Beaver Dam Airpark,100,NA,US,US-VA,Surry,VA33,,VA33,"-76.76820373535156, 37.0443000793457"
VA34,small_airport,Big Buffalo Airstrip,510,NA,US,US-VA,Farmville,VA34,,VA34,"-78.44969940185547, 37.28350067138672"
VA36,small_airport,F. U. M. A. Airport,400,NA,US,US-VA,Fork Union,VA36,,VA36,"-78.27030181884766, 37.744598388671875"
VA41,small_airport,High Hopes Airport,9,NA,US,US-VA,Withams,VA41,,VA41,"-75.60990142822266, 37.934600830078125"
VA42,small_airport,Dogwood Airpark,180,NA,US,US-VA,Fredericksburg,VA42,,VA42,"-77.45220184326172, 38.35850143432617"
VA43,small_airport,Balcony Downs Airstrip,820,NA,US,US-VA,Glasgow,VA43,,VA43,"-79.42479705810547, 37.64739990234375"
VA44,small_airport,Rose Retreat Farm Airport,250,NA,US,US-VA,Goochland,VA44,,VA44,"-77.88390350341797, 37.716800689697266"
VA45,small_airport,Lous Airport,480,NA,US,US-VA,Gordonsville,VA45,,VA45,"-78.1635971069336, 38.127899169921875"
VA46,small_airport,Timber Ridge Airpark,1024,NA,US,US-VA,Gore,VA46,,VA46,"-78.36219787597656, 39.296199798583984"
VA49,small_airport,Robertson Airport,193,NA,US,US-VA,Hanover,,,,"-77.372498, 37.705399"
VA50,small_airport,Woods Farm Airstrip,57,NA,US,US-VA,Hanover,VA50,,VA50,"-77.30249786376953, 37.7150993347168"
VA52,small_airport,Frank Field,1650,NA,US,US-VA,Harrisonburg,VA52,,VA52,"-78.94529724121094, 38.48509979248047"
VA56,small_airport,Wells Airport,88,NA,US,US-VA,Ivor,VA56,,VA56,"-76.82749938964844, 37.003501892089844"
VA57,small_airport,Powhatan Airport,60,NA,US,US-VA,King George,VA57,,VA57,"-77.21910095214844, 38.24850082397461"
VA58,small_airport,River Bend Airport,606,NA,US,US-VA,Maurertown,VA58,,VA58,"-78.44439697265625, 38.90610122680664"
VA61,small_airport,Scott Airpark,529,NA,US,US-VA,Lovettsville,VA61,,VA61,"-77.6572036743164, 39.263999938964844"
VA62,small_airport,The Grass Patch Airport,530,NA,US,US-VA,Lovettsville,VA62,,VA62,"-77.6572036743164, 39.259300231933594"
VA63,small_airport,Twin River Airport,720,NA,US,US-VA,Glasgow,VA63,,VA63,"-79.42030334472656, 37.67959976196289"
VA64,small_airport,Hill Top Airport,254,NA,US,US-VA,Amelia,VA64,,VA64,"-77.95390319824219, 37.41600036621094"
VA65,small_airport,Ivy Hill Airport,920,NA,US,US-VA,Lynchburg,VA65,,VA65,"-79.32479858398438, 37.39459991455078"
VA66,small_airport,Breeden Airport,210,NA,US,US-VA,Catlett,VA66,,VA66,"-77.56939697265625, 38.607601165771484"
VA67,small_airport,Homeland Airport,404,NA,US,US-VA,Culpeper,VA67,,VA67,"-77.93499755859375, 38.570098876953125"
VA68,small_airport,Lakeview Aerodrome,1020,NA,US,US-VA,Moneta,VA68,,VA68,"-79.60279846191406, 37.11880111694336"
VA71,small_airport,Aden Field,210,NA,US,US-VA,Manassas,VA71,,VA71,"-77.53279876708984, 38.64849853515625"
VA72,small_airport,Covington Airport,940,NA,US,US-VA,Martinsville,VA72,,VA72,"-80.0386962890625, 36.600101470947266"
VA73,small_airport,Mazza Airport,190,NA,US,US-VA,Matoaca,VA73,,VA73,"-77.49420166015625, 37.244598388671875"
VA75,small_airport,Smith Field,2020,NA,US,US-VA,Mc Dowell,VA75,,VA75,"-79.50810241699219, 38.3026008605957"
VA76,small_airport,Baskerville Airport,250,NA,US,US-VA,Mc Kenney,VA76,,VA76,"-77.77169799804688, 36.98759841918945"
VA77,small_airport,Hanover Air Park,196,NA,US,US-VA,Mechanicsville,VA77,,VA77,"-77.37689971923828, 37.694000244140625"
VA79,small_airport,Hickory Tree Farm Airport,544,NA,US,US-VA,Middleburg,VA79,,VA79,"-77.74690246582031, 38.95289993286133"
VA80,small_airport,Woodle Airport,315,NA,US,US-VA,Midlothian,VA80,,VA80,"-77.70189666748047, 37.47880172729492"
VA81,small_airport,Cub Field,396,NA,US,US-VA,Mineral,VA81,,VA81,"-77.89939880371094, 37.94540023803711"
VA83,small_airport,Fincastle Airport,1140,NA,US,US-VA,Fincastle,VA83,,VA83,"-79.85199737548828, 37.52239990234375"
VA85,small_airport,New Castle International Airport,1320,NA,US,US-VA,New Castle,VA85,,VA85,"-80.09980010986328, 37.48350143432617"
VA86,small_airport,Buddy Davis Field,1042,NA,US,US-VA,New Market,VA86,,VA86,"-78.7063980102539, 38.689300537109375"
VA87,small_airport,Valley View Airport,240,NA,US,US-VA,Nokesville,VA87,,VA87,"-77.55110168457031, 38.69179916381836"
VA89,small_airport,Chance Airport,6,NA,US,US-VA,Davis Wharf,VA89,,VA89,"-75.92630004882812, 37.56460189819336"
VA91,small_airport,Johnson Field,38,NA,US,US-VA,Onancock,VA91,,VA91,"-75.72660064697266, 37.704898834228516"
VA92,small_airport,Peace and Plenty Farm Airport,8,NA,US,US-VA,Onancock,VA92,,VA92,"-75.78579711914062, 37.7224006652832"
VA93,small_airport,Ayers Airport,1340,NA,US,US-VA,Columbia Furnace,VA93,,VA93,"-78.65470123291016, 38.90510177612305"
VA94,small_airport,Plainview Airport,400,NA,US,US-VA,Powhatan,VA94,,VA94,"-77.89140319824219, 37.535701751708984"
VA95,small_airport,Spring Valley Airport,275,NA,US,US-VA,Powhatan,VA95,,VA95,"-77.80030059814453, 37.59709930419922"
VA96,small_airport,Faber Airport,640,NA,US,US-VA,Lovingston,VA96,,VA96,"-78.73169708251953, 37.825401306152344"
VA97,small_airport,Harris Airport,566,NA,US,US-VA,Rectortown,VA97,,VA97,"-77.88169860839844, 38.912601470947266"
VA98,small_airport,Reedville Airport,12,NA,US,US-VA,Reedville,VA98,,VA98,"-76.27330017089844, 37.82820129394531"
VA99,small_airport,Federhart-Ophelia STOLport,13,NA,US,US-VA,Reedville,VA99,,VA99,"-76.29049682617188, 37.90599822998047"
VBW,small_airport,Bridgewater Air Park,1165,NA,US,US-VA,Bridgewater,KVBW,,VBW,"-78.960297, 38.366699"
VG00,small_airport,Mears Field,22,NA,US,US-VA,Eastville,VG00,,VG00,"-75.9468994140625, 37.36989974975586"
VG01,small_airport,Eureka Airport,420,NA,US,US-VA,Keysville,VG01,,VG01,"-78.56169891357422, 37.062400817871094"
VG05,small_airport,Payne Airport,463,NA,US,US-VA,Tabscott,VG05,,VG05,"-78.05750274658203, 37.879600524902344"
VG06,small_airport,Fulcher Family Farms Airport,980,NA,US,US-VA,Amherst,VG06,,VG06,"-79.08309936523438, 37.725101470947266"
VG07,small_airport,Rular Airport,305,NA,US,US-VA,Remington,VG07,,VG07,"-77.82830047607422, 38.53889846801758"
VG09,small_airport,Starbase Airport,20,NA,US,US-VA,Cape Charles,VG09,,VG09,"-75.9832992553711, 37.22779846191406"
VG10,small_airport,Cathro Airport,500,NA,US,US-VA,Charlottesville,VG10,,VG10,"-78.55139923095703, 37.92789840698242"
VG12,small_airport,Simpsonville Airport,400,NA,US,US-VA,Rhoadesville,VG12,,VG12,"-77.86640167236328, 38.333499908447266"
VG16,small_airport,Collins Airport,1100,NA,US,US-VA,Patrick Springs,VG16,,VG16,"-80.17060089111328, 36.625099182128906"
VG18,small_airport,Sky Bryce Airport,1263,NA,US,US-VA,Basye,VG18,,VG18,"-78.77030181884766, 38.81589889526367"
VG19,small_airport,Sawyer STOLport,13,NA,US,US-VA,New Church,VG19,,VG19,"-75.59190368652344, 37.990699768066406"
VG20,small_airport,Onley Airport,45,NA,US,US-VA,Onley,VG20,,VG20,"-75.70989990234375, 37.67509841918945"
VG22,small_airport,Rockfish Airpark,760,NA,US,US-VA,Wintergreen,VG22,,VG22,"-78.89360046386719, 37.879600524902344"
VG24,small_airport,Mayers Airport,215,NA,US,US-VA,Ashland,VG24,,VG24,"-77.493896484375, 37.78179931640625"
VG25,small_airport,Robinson Airport,850,NA,US,US-VA,Bedford,VG25,,VG25,"-79.5719985962, 37.3484992981"
VG27,small_airport,Windy Ridge Airport,750,NA,US,US-VA,Bedford,VG27,,VG27,"-79.43589782714844, 37.2692985534668"
VG28,small_airport,Mann Airport,35,NA,US,US-VA,Boykins,VG28,,VG28,"-77.19139862060547, 36.54899978637695"
VG29,small_airport,Branham Mill Airpark,100,NA,US,US-VA,Warsaw,VG29,,VG29,"-76.70970153808594, 37.97079849243164"
VG30,small_airport,Scott Farm Strip,33,NA,US,US-VA,Cape Charles,VG30,,VG30,"-75.97689819335938, 37.22710037231445"
VG31,small_airport,Sager Field,1280,NA,US,US-VA,Broadway,VG31,,VG31,"-78.86389923095703, 38.713401794433594"
VG32,small_airport,Eastview Airport,500,NA,US,US-VA,Buckingham,VG32,,VG32,"-78.60359954833984, 37.61429977416992"
VG33,small_airport,Bull Farm Airport,18,NA,US,US-VA,Cape Charles,VG33,,VG33,"-75.95690155029297, 37.154598236083984"
VG34,small_airport,Merifield Airport,355,NA,US,US-VA,Clarksville,VG34,,VG34,"-78.50080108642578, 36.584598541259766"
VG36,small_airport,Keysville Airport,627,NA,US,US-VA,Keysville,VG36,,VG36,"-78.46279907226562, 37.03820037841797"
VG37,small_airport,Umphlett Airstrip,75,NA,US,US-VA,Whaleyville,VG37,,VG37,"-76.63800048828125, 36.589298248291016"
VG38,small_airport,Easter Field,380,NA,US,US-VA,Amelia,VG38,,VG38,"-78.08309936523438, 37.369598388671875"
VG39,small_airport,Earth Airport,9,NA,US,US-VA,Cape Charles,VG39,,VG39,"-76.00749969482422, 37.22079849243164"
VG40,small_airport,Woody Field Airport,1150,NA,US,US-VA,Rocky Mount,VG40,,VG40,"-79.85230255130001, 36.8835983276"
VG42,small_airport,Henshaw Airport,85,NA,US,US-VA,Hopewell,VG42,,VG42,"-77.15270233154297, 37.25239944458008"
VG43,small_airport,Arrowpoint Airport,315,NA,US,US-VA,Madison,VG43,,VG43,"-78.0988998413086, 38.306400299072266"
VG52,small_airport,Woodridge Field,663,NA,US,US-VA,Lovingston,VG52,,VG52,"-78.82170104980469, 37.83919906616211"
VG53,small_airport,Venning's Landing Airport,1100,NA,US,US-VA,Rocky Mount,VG53,,VG53,"-79.80139923095703, 37.04359817504883"
VG55,small_airport,Woodstock Airport,965,NA,US,US-VA,Woodstock,VG55,,VG55,"-78.55780029296875, 38.88199996948242"
VG56,small_airport,Midway Airport,50,NA,US,US-VA,Bloxom,VG56,,VG56,"-75.60279846191406, 37.80830001831055"
VG57,small_airport,Maples Field,225,NA,US,US-VA,Manassas,VG57,,VG57,"-77.5847015381, 38.6057014465"
VG58,small_airport,Abbott Airport,981,NA,US,US-VA,Rocky Mount,VG58,,VG58,"-79.796667, 36.945333"
VG64,small_airport,Lee Field,20,NA,US,US-VA,West Point,VG64,,VG64,"-76.852528, 37.5615"
VKX,small_airport,Potomac Airfield,118,NA,US,US-MD,Friendly,KVKX,,VKX,"-76.9571991, 38.74760056"
VT01,small_airport,Teal Farm Airport,1440,NA,US,US-VT,Huntington,VT01,,VT01,"-72.93730163574219, 44.28260040283203"
VT02,small_airport,Red Fox Airport,1434,NA,US,US-VT,Bondville,VT02,,VT02,"-72.88510131835938, 43.147300720214844"
VT03,small_airport,Maule's Roost Airport,1100,NA,US,US-VT,Lincoln,VT03,,VT03,"-72.98090362548828, 44.08869934082031"
VT06,small_airport,Santa's Airport,673,NA,US,US-VT,Putney,VT06,,VT06,"-72.47370147705078, 43.004398345947266"
VT09,small_airport,Spencer Airport,310,NA,US,US-VT,Addison,VT09,,VT09,"-73.29029846191406, 44.11360168457031"
VT10,small_airport,Manning Personal Airstrip,255,NA,US,US-VT,Bridport,VT10,,VT10,"-73.38569641113281, 43.98139953613281"
VT11,small_airport,Ass-Pirin Acres Airport,130,NA,US,US-VT,Addison,VT11,,VT11,"-73.37339782714844, 44.06869888305664"
VT12,small_airport,E.A.Deeds Farm Airport,127,NA,US,US-VT,Charlotte,VT12,,VT12,"-73.283203125, 44.29119873046875"
VT13,small_airport,Holloway Airport,1520,NA,US,US-VT,Chester,VT13,,VT13,"-72.71759796142578, 43.30009841918945"
VT14,small_airport,Axinn Airport,450,NA,US,US-VT,Weybridge,VT14,,VT14,"-73.1895980834961, 44.045101165771484"
VT15,small_airport,Savage Island Airport,125,NA,US,US-VT,Grand Isle,VT15,,VT15,"-73.24600219726562, 44.70389938354492"
VT17,small_airport,Smith Airport,1502,NA,US,US-VT,Ludlow,VT17,,VT17,"-72.67430114746094, 43.36899948120117"
VT20,small_airport,Mach Personal Strip,854,NA,US,US-VT,Pawlet,VT20,,VT20,"-73.14820098876953, 43.36669921875"
VT22,small_airport,Shelburne Farms Airport,130,NA,US,US-VT,Shelburne,VT22,,VT22,"-73.26709747314453, 44.40140151977539"
VT23,small_airport,Bostwick Farm Airport,220,NA,US,US-VT,Shelburne,VT23,,VT23,"-73.25039672851562, 44.37089920043945"
VT24,small_airport,Torrey Airport,280,NA,US,US-VT,Shoreham,VT24,,VT24,"-73.37010192871094, 43.93199920654297"
VT25,small_airport,Sky Acres Airport,330,NA,US,US-VT,South Burlington,VT25,,VT25,"-73.16619873046875, 44.41669845581055"
VT26,small_airport,Allenholm Airport,140,NA,US,US-VT,South Hero,VT26,,VT26,"-73.30680084228516, 44.634498596191406"
VT30,small_airport,Ketcham Lndg Area Airport,780,NA,US,US-VT,Waitsfield,VT30,,VT30,"-72.83399963379999, 44.16260147089999"
VT31,small_airport,Carriers Skypark Airport,1600,NA,US,US-VT,Washington,VT31,,VT31,"-72.44400024414062, 44.11119842529297"
VT33,small_airport,Yankee Kingdom Airport,200,NA,US,US-VT,West Addison,VT33,,VT33,"-73.37789916992188, 44.10559844970703"
VT34,small_airport,Major W. Guth STOLport,819,NA,US,US-VT,Westminster,VT34,,VT34,"-72.49199676513672, 43.06010055541992"
VT38,small_airport,Greenwoods Airfield,179,NA,US,US-VT,Alburg,VT38,,VT38,"-73.24669647216797, 45.00920104980469"
VT39,small_airport,Taylor Airport,1140,NA,US,US-VT,Wolcott,VT39,,VT39,"-72.48040008544922, 44.607601165771484"
VT41,small_airport,Moore's Field,310,NA,US,US-VT,Brattleboro,VT41,,VT41,"-72.52980041503906, 42.924198150634766"
VT42,small_airport,Two Tails Airport,754,NA,US,US-VT,Morrisville,VT42,,VT42,"-72.60710144042969, 44.51259994506836"
VT43,small_airport,Onyon Airport,427,NA,US,US-VT,Townshend,VT43,,VT43,"-72.65290069580078, 43.01919937133789"
VT44,small_airport,Perras Field,820,NA,US,US-VT,Morrisville,VT44,,VT44,"-72.58149719238281, 44.52669906616211"
VT45,small_airport,Davis Private Airport,640,NA,US,US-VT,Jericho,VT45,,VT45,"-72.97930145263672, 44.51729965209961"
VT46,small_airport,Northern Lights Airport,130,NA,US,US-VT,Alburg,VT46,,VT46,"-73.2864990234375, 44.87200164794922"
VT47,small_airport,Miller's Pleasure Airfield,285,NA,US,US-VT,Vernon,VT47,,VT47,"-72.52780151367188, 42.77859878540039"
VT48,small_airport,Fairholt Airport,350,NA,US,US-VT,Burlington,VT48,,VT48,"-73.19599914550781, 44.46139907836914"
VT52,small_airport,Shaw Meadow Airport,230,NA,US,US-VT,Milton,VT52,,VT52,"-73.1875991821289, 44.64339828491211"
VT53,small_airport,Staton Airport,140,NA,US,US-VT,Panton,VT53,,VT53,"-73.37870025634766, 44.11759948730469"
VT55,small_airport,Brandon Airport,710,NA,US,US-VT,Randolph,VT55,,VT55,"-72.58290100097656, 43.90119934082031"
VT56,small_airport,West Burke Aerodrome,1285,NA,US,US-VT,West Burke,VT56,,VT56,"-71.98090362548828, 44.61309814453125"
VT59,small_airport,Ardell Flying Field,1919,NA,US,US-VT,Manchester,VT59,,VT59,"-72.91079711914062, 43.277801513671875"
VT60,small_airport,Hulett Landing Strip,720,NA,US,US-VT,West Pawlett,VT60,,VT60,"-73.24259948730469, 43.330101013183594"
VT62,small_airport,Catamount Airfield,1350,NA,US,US-VT,Cabot,VT62,,VT62,"-72.35060119628906, 44.39039993286133"
VT63,small_airport,Douglas Field,650,NA,US,US-VT,North Troy,VT63,,VT63,"-72.37899780273438, 44.99530029296875"
VT64,small_airport,Mountain View Farm Airport,1200,NA,US,US-VT,Morristown,VT64,,VT64,"-72.64119720458984, 44.51530075073242"
VT73,small_airport,Melrose Springs Airfield,300,NA,US,US-VT,Bridport,VT73,,VT73,"-73.316833, 43.944861"
VT8,small_airport,Shelburne Airport,325,NA,US,US-VT,Shelburne,VT8,,VT8,"-73.227481842, 44.359573991699996"
W00,small_airport,Freeway Airport,168,NA,US,US-MD,Bowie,,,W00,"-76.772401, 38.941397"
W04,small_airport,Ocean Shores Municipal Airport,13,NA,US,US-WA,Ocean Shores,W04,,W04,"-124.14399719238281, 47.003700256347656"
W07,small_airport,Leon Airport,563,NA,US,US-WV,Leon,W07,,W07,"-81.95220184326172, 38.70349884033203"
W09,small_airport,Lower Monumental State Airport,813,NA,US,US-WA,Kahlotus,W09,,W09,"-118.53600311279297, 46.55039978027344"
W10,small_airport,Whidbey Air Park,271,NA,US,US-WA,Langley,W10,,W10,"-122.43800354003906, 48.01750183105469"
W12,small_airport,Lost River Resort Airport,2415,NA,US,US-WA,Mazama,W12,,W12,"-120.50199890136719, 48.649600982666016"
W13,small_airport,Eagle's Nest Airport,1437,NA,US,US-VA,Waynesboro,W13,,W13,"-78.94419860839844, 38.07709884643555"
W16,small_airport,Firstair Field,50,NA,US,US-WA,Monroe,W16,,W16,"-121.99500274658203, 47.87139892578125"
W18,small_airport,Suburban Airport,148,NA,US,US-MD,Laurel,W18,,W18,"-76.8280029296875, 39.076900482177734"
W19,small_airport,Verona Airport,960,NA,US,US-WI,Verona,W19,,W19,"-89.51679992675781, 42.983299255371094"
W20,small_airport,Moses Lake Municipal Airport,1203,NA,US,US-WA,Moses Lake,W20,,W20,"-119.23799896240234, 47.141998291015625"
W23,small_airport,Wild Rose Idlewild Airport,908,NA,US,US-WI,Wild Rose,W23,,W23,"-89.21790313720703, 44.19779968261719"
W24,small_airport,Falwell Airport,939,NA,US,US-VA,Lynchburg,W24,,W24,"-79.12220001220703, 37.377899169921875"
W27,small_airport,Woodland State Airport,29,NA,US,US-WA,Woodland,W27,,W27,"-122.73699951171875, 45.898799896240234"
W29,small_airport,Bay Bridge Airport,15,NA,US,US-MD,Stevensville,W29,,W29,"-76.32959747314453, 38.97639846801758"
W34,small_airport,Shiocton Airport,769,NA,US,US-WI,Shiocton,W34,,W34,"-88.56179809570312, 44.4547004699707"
W42,small_airport,Fallston Airport,460,NA,US,US-MD,Fallston,W42,,W42,"-76.41110229492188, 39.50149917602539"
W48,small_airport,Essex Skypark Airport,15,NA,US,US-MD,Baltimore,W48,,W48,"-76.43299865722656, 39.26259994506836"
W50,small_airport,Davis Airstrip,630,NA,US,US-MD,Laytonsville,W50,,W50,"-77.14859771728516, 39.24449920654297"
W52,small_airport,Goheen Airport,292,NA,US,US-WA,Battle Ground,W52,,W52,"-122.5770034790039, 45.82680130004883"
W56,small_airport,Fly For Fun Airport,297,NA,US,US-WA,Vancouver,W56,,W56,"-122.52200317382812, 45.68730163574219"
W57,small_airport,Round Lake Airport and Seaplane Base,175,NA,US,US-NY,Round Lake,W57,,W57,"-73.770401000977, 42.92919921875"
W58,small_airport,Cedars North Airpark,275,NA,US,US-WA,Battle Ground,W58,,W58,"-122.51499938964844, 45.76459884643555"
W73,small_airport,Mid Atlantic Soaring Center Airport,573,NA,US,US-PA,Fairfield,W73,,W73,"-77.35140228271484, 39.75699996948242"
W75,small_airport,Hummel Field,30,NA,US,US-VA,Saluda,W75,,W75,"-76.44670104980469, 37.60240173339844"
W87,small_airport,Wickenheiser Airport,610,NA,US,US-MI,Carleton,W87,,W87,"-83.377197265625, 42.01810073852539"
W88,small_airport,Air Harbor Airport,822,NA,US,US-NC,Greensboro,W88,,W88,"-79.8031005859375, 36.17359924316406"
WA00,small_airport,Mercer Ranch Airport,780,NA,US,US-WA,Alderdale,WA00,,WA00,"-119.90599822998047, 45.900001525878906"
WA01,small_airport,Wirkkala Airport,35,NA,US,US-WA,Naselle,WA01,,WA01,"-123.81500244140625, 46.356201171875"
WA04,small_airport,Kyles Airport,470,NA,US,US-WA,Snohomish,WA04,,WA04,"-122.04299926757812, 47.81330108642578"
WA05,small_airport,Apex Airpark,525,NA,US,US-WA,Silverdale,WA05,,8W5,"-122.733001709, 47.6567993164"
WA07,small_airport,Barker Airport,5,NA,US,US-WA,Mount Vernon,WA07,,WA07,"-122.33899688720703, 48.37480163574219"
WA08,small_airport,Zwainz Farms Airport,2795,NA,US,US-WA,Reardan,WA08,,WA08,"-117.90899658203125, 47.720699310302734"
WA09,small_airport,Roche Harbor Airport,100,NA,US,US-WA,Roche Harbor,WA09,RCE,WA09,"-123.138999939, 48.6123008728"
WA10,small_airport,Gosney Airport,4830,NA,US,US-WY,Kaycee,WA10,,WA10,"-106.66699981689453, 43.722198486328125"
WA12,small_airport,Acme Field,301,NA,US,US-WA,Acme,WA12,,WA12,"-122.1780014038086, 48.709598541259766"
WA14,small_airport,Connell City Airport,925,NA,US,US-WA,Connell,WA14,,WA14,"-118.83300018310547, 46.66239929199219"
WA15,small_airport,Coulee City Airport,1800,NA,US,US-WA,Coulee City,WA15,,WA15,"-119.24299621582031, 47.61650085449219"
WA16,small_airport,Banas Field,180,NA,US,US-WA,Brooklyn,WA16,,WA16,"-123.54100036621094, 46.79970169067383"
WA17,small_airport,Majerle Strip STOLport,75,NA,US,US-WA,Duvall,WA17,,WA17,"-121.98200225830078, 47.75529861450195"
WA18,small_airport,Decatur /Jones/ Airport,125,NA,US,US-WA,Decatur Island,WA18,,WA18,"-122.8030014038086, 48.510101318359375"
WA20,small_airport,Gray Ranch Airport,1625,NA,US,US-WA,Benge,WA20,,WA20,"-118.177001953125, 46.84809875488281"
WA21,small_airport,Elk Heights Airport,2050,NA,US,US-WA,Elk,WN04,,WN04,"-117.263333, 48.001999"
WA22,small_airport,Mirth Airport,190,NA,US,US-WA,Hansville,WA22,,WA22,"-122.60800170898438, 47.9385986328125"
WA23,small_airport,Pine Bluff Airport,2021,NA,US,US-WA,Springdale,WA23,,WA23,"-117.73899841308594, 48.020999908447266"
WA24,small_airport,Pfister's Airport,625,NA,US,US-WA,Pasco,WA24,,WA24,"-119.021003723, 46.396900177"
WA25,small_airport,Green Valley Airfield,300,NA,US,US-WA,Granite Falls,WA25,,WA25,"-122.01599884033203, 48.09590148925781"
WA26,small_airport,Harrah Airport,845,NA,US,US-WA,Harrah,WA26,,WA26,"-120.63500213623047, 46.408199310302734"
WA29,small_airport,La Center View-Air Airport,811,NA,US,US-WA,La Center,WA29,,WA29,"-122.59400177001953, 45.89569854736328"
