name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
Allegan,2276,Valid,H5,32000,Fell,1899,42.53333,-85.88333,"(42.533330, -85.883330)"
Allende,2278,Valid,CV3,2000000,Fell,1969,26.96667,-105.31667,"(26.966670, -105.316670)"
Andover,2295,Valid,L6,3200,Fell,1898,44.61667,-70.75,"(44.616670, -70.750000)"
Archie,2329,Valid,H6,5070,Fell,1932,38.5,-94.3,"(38.500000, -94.300000)"
Ash Creek,48954,Valid,L6,9500,Fell,2009,31.805,-97.01,"(31.805000, -97.010000)"
Athens,4885,Valid,LL6,265,Fell,1933,34.75,-87,"(34.750000, -87.000000)"
Atoka,4888,Valid,L6,1384.2,Fell,1945,34.31667,-96.15,"(34.316670, -96.150000)"
Avilez,4907,Valid,H,146,Fell,1855,25,-103.5,"(25.000000, -103.500000)"
Aztec,4913,Valid,L6,2830,Fell,1938,36.8,-108,"(36.800000, -108.000000)"
Bald Mountain,4925,Valid,L4,3700,Fell,1929,35.96667,-82.48333,"(35.966670, -82.483330)"
Baldwyn,4926,Valid,L6,345,Fell,1922,34.5,-88.66667,"(34.500000, -88.666670)"
Bath,4974,Valid,H4,21000,Fell,1892,45.41667,-98.31667,"(45.416670, -98.316670)"
Bath Furnace,4975,Valid,L6,86000,Fell,1902,38.25,-83.75,"(38.250000, -83.750000)"
Battle Mountain,56133,Valid,L6,2900,Fell,2012,40.66813,-117.18913,"(40.668130, -117.189130)"
Baxter,4977,Valid,L6,611,Fell,1916,36.75,-93.5,"(36.750000, -93.500000)"
Beardsley,4984,Valid,H5,16000,Fell,1929,39.8,-101.2,"(39.800000, -101.200000)"
Bells,5005,Valid,C2-ung,375,Fell,1961,33.6,-96.46667,"(33.600000, -96.466670)"
Benld,5021,Valid,H6,1770.5,Fell,1938,39.08333,-89.15,"(39.083330, -89.150000)"
Benton,5026,Valid,LL6,2840,Fell,1949,45.95,-67.55,"(45.950000, -67.550000)"
Berthoud,47355,Valid,Eucrite-mmict,960,Fell,2004,40.30583,-105.02325,"(40.305830, -105.023250)"
Bethlehem,5032,Valid,H,13.9,Fell,1859,42.53333,-73.83333,"(42.533330, -73.833330)"
Bishopville,5059,Valid,Aubrite,6000,Fell,1843,34.16667,-80.28333,"(34.166670, -80.283330)"
Black Moshannan Park,5065,Valid,L5,705,Fell,1941,40.91667,-78.08333,"(40.916670, -78.083330)"
Blackwell,5068,Valid,L5,2381,Fell,1906,36.83333,-97.33333,"(36.833330, -97.333330)"
Blanket,5071,Valid,L6,5100,Fell,1909,31.83333,-98.83333,"(31.833330, -98.833330)"
Bloomington,5076,Valid,LL6,67.8,Fell,1938,40.48,-89.00417,"(40.480000, -89.004170)"
Bradford Woods,5128,Valid,L,762,Fell,1886,40.5,-80.08333,"(40.500000, -80.083330)"
Burnwell,5175,Valid,H4-an,1504,Fell,1990,37.62194,-82.23722,"(37.621940, -82.237220)"
Cabin Creek,5186,Valid,"Iron, IIIAB",48500,Fell,1886,35.5,-93.5,"(35.500000, -93.500000)"
Canon City,5253,Valid,H6,1400,Fell,1973,38.47028,-105.24139,"(38.470280, -105.241390)"
Cape Girardeau,5260,Valid,H6,2300,Fell,1846,37.26667,-89.58333,"(37.266670, -89.583330)"
Castalia,5291,Valid,H5,7300,Fell,1874,36.08333,-78.06667,"(36.083330, -78.066670)"
Castine,5293,Valid,L6,94,Fell,1848,44.38333,-68.75,"(44.383330, -68.750000)"
Caswell County,5296,Valid,OC,1360,Fell,1810,36.5,-79.25,"(36.500000, -79.250000)"
Ceniceros,5306,Valid,L3.7,1025,Fell,1988,26.46667,-105.23333,"(26.466670, -105.233330)"
Centerville,5307,Valid,H5,45.6,Fell,1956,43.2,-96.91667,"(43.200000, -96.916670)"
Charlotte,5328,Valid,"Iron, IVA",4300,Fell,1835,36.16667,-87.33333,"(36.166670, -87.333330)"
Cherokee Springs,5340,Valid,LL6,8400,Fell,1933,35.03333,-81.88333,"(35.033330, -81.883330)"
Chicora,5349,Valid,LL6,303,Fell,1938,40.93333,-79.73333,"(40.933330, -79.733330)"
Claxton,5374,Valid,L6,1455,Fell,1984,32.1025,-81.87278,"(32.102500, -81.872780)"
Colby (Wisconsin),5395,Valid,L6,104000,Fell,1917,44.9,-90.28333,"(44.900000, -90.283330)"
Coleman,5401,Valid,L6,469,Fell,1994,43.76111,-84.50778,"(43.761110, -84.507780)"
Crescent,5470,Valid,CM2,78.4,Fell,1936,35.95,-97.58333,"(35.950000, -97.583330)"
Cross Roads,5476,Valid,H5,167,Fell,1892,35.63333,-78.13333,"(35.633330, -78.133330)"
Cumberland Falls,5496,Valid,Aubrite,17000,Fell,1919,36.83333,-84.35,"(36.833330, -84.350000)"
Cynthiana,5500,Valid,L/LL4,6000,Fell,1877,38.4,-84.25,"(38.400000, -84.250000)"
Danville,5514,Valid,L6,2000,Fell,1868,34.4,-87.06667,"(34.400000, -87.066670)"
De Cewsville,6621,Valid,H6,340,Fell,1887,43,-80,"(43.000000, -80.000000)"
Deal,6634,Valid,L6,28,Fell,1829,40.25,-74,"(40.250000, -74.000000)"
Denver,6660,Valid,L6,230,Fell,1967,39.7825,-104.93056,"(39.782500, -104.930560)"
Drake Creek,7728,Valid,L6,5000,Fell,1827,36.4,-86.5,"(36.400000, -86.500000)"
Dresden (Ontario),7731,Valid,H6,47700,Fell,1939,42.52,-82.26,"(42.520000, -82.260000)"
Eagle,7760,Valid,EL6,10000,Fell,1947,40.78167,-96.47167,"(40.781670, -96.471670)"
El Paso de Aguila,45977,Valid,H5,17226,Fell,1977,25.37,-97.37,"(25.370000, -97.370000)"
Elbert,7822,Valid,LL6,680.5,Fell,1998,39.24667,-104.58817,"(39.246670, -104.588170)"
Estherville,10059,Valid,Mesosiderite-A3/4,320000,Fell,1879,43.41667,-94.83333,"(43.416670, -94.833330)"
Farmington,10074,Valid,L5,89400,Fell,1890,39.75,-97.03333,"(39.750000, -97.033330)"
Farmville,10075,Valid,H4,56000,Fell,1934,35.55,-77.53333,"(35.550000, -77.533330)"
Fayetteville,10079,Valid,H4,2360,Fell,1934,36.05,-94.16667,"(36.050000, -94.166670)"
Felix,10081,Valid,CO3.3,3200,Fell,1900,32.53333,-87.16667,"(32.533330, -87.166670)"
Ferguson,10088,Valid,OC,220,Fell,1889,36.1,-81.41667,"(36.100000, -81.416670)"
Fisher,10107,Valid,L6,17600,Fell,1894,47.81667,-96.85,"(47.816670, -96.850000)"
Florence,10111,Valid,H3,3640,Fell,1922,30.83333,-97.76667,"(30.833330, -97.766670)"
Forest City,10119,Valid,H5,152000,Fell,1890,43.25,-93.66667,"(43.250000, -93.666670)"
Forksville,10123,Valid,L6,6067,Fell,1924,36.78333,-78.08333,"(36.783330, -78.083330)"
Forsyth,10164,Valid,L6,16300,Fell,1829,33.01667,-83.96667,"(33.016670, -83.966670)"
Frankfort (stone),10177,Valid,Howardite,650,Fell,1868,34.48333,-87.83333,"(34.483330, -87.833330)"
Garland,10861,Valid,Diogenite-pm,102,Fell,1950,41.68333,-112.13333,"(41.683330, -112.133330)"
Grimsby,50911,Valid,H5,215,Fell,2009,43.2,-79.61667,"(43.200000, -79.616670)"
Hamlet,11485,Valid,LL4,3710,Fell,1959,41.38333,-86.6,"(41.383330, -86.600000)"
Harleton,11830,Valid,L6,8360,Fell,1961,32.675,-94.51167,"(32.675000, -94.511670)"
Harrison County,11842,Valid,L6,680,Fell,1859,38.25,-86.16667,"(38.250000, -86.166670)"
Holbrook,11894,Valid,L/LL6,220000,Fell,1912,34.9,-110.18333,"(34.900000, -110.183330)"
Homestead,11901,Valid,L5,230000,Fell,1875,41.8,-91.86667,"(41.800000, -91.866670)"
Hoxie,11915,Valid,OC,266.1,Fell,1963,39.35,-100.45,"(39.350000, -100.450000)"
Independence,12028,Valid,L6,880,Fell,1917,39.08333,-94.4,"(39.083330, -94.400000)"
Johnstown,12198,Valid,Diogenite,40300,Fell,1924,40.35,-104.9,"(40.350000, -104.900000)"
Kendleton,12275,Valid,L4,6937,Fell,1939,29.45,-96,"(29.450000, -96.000000)"
Kilbourn,12308,Valid,H5,772,Fell,1911,43.58333,-89.6,"(43.583330, -89.600000)"
Kirbyville,12321,Valid,Eucrite-mmict,97.7,Fell,1906,30.75,-95.95,"(30.750000, -95.950000)"
Kitchener,12326,Valid,L6,202.6,Fell,1998,43.38333,-80.38333,"(43.383330, -80.383330)"
Leedey,12755,Valid,L6,51500,Fell,1943,35.88333,-99.33333,"(35.883330, -99.333330)"
Leighton,12760,Valid,H5,877,Fell,1907,34.58333,-87.5,"(34.583330, -87.500000)"
Little Piney,14664,Valid,L5,491,Fell,1839,37.91667,-92.08333,"(37.916670, -92.083330)"
Lorton,52843,Valid,L6,329.7,Fell,2010,38.70066,-77.21163,"(38.700660, -77.211630)"
Lost City,14711,Valid,H5,17000,Fell,1970,36.00833,-95.15,"(36.008330, -95.150000)"
Louisville,14716,Valid,L6,1300,Fell,1977,38.25,-85.75,"(38.250000, -85.750000)"
Lumpkin,14753,Valid,L6,340,Fell,1869,32.03333,-84.76667,"(32.033330, -84.766670)"
Malaga,15393,Valid,OC,150,Fell,1933,32.21667,-104,"(32.216670, -104.000000)"
Mariaville,15419,Valid,Iron,340,Fell,1898,42.71667,-99.38333,"(42.716670, -99.383330)"
Marion (Iowa),15424,Valid,L6,28400,Fell,1847,41.9,-91.6,"(41.900000, -91.600000)"
Maryville,15436,Valid,L6,1443,Fell,1983,35.8,-84.1,"(35.800000, -84.100000)"
Mifflin,52090,Valid,L5,3584,Fell,2010,42.9075,-90.36556,"(42.907500, -90.365560)"
Miller (Arkansas),16645,Valid,H5,16700,Fell,1930,35.4,-92.05,"(35.400000, -92.050000)"
Modoc (1905),16711,Valid,L6,35000,Fell,1905,38.5,-101.1,"(38.500000, -101.100000)"
Monahans (1998),16719,Valid,H5,2587,Fell,1998,31.60833,-102.85833,"(31.608330, -102.858330)"
Monroe,16720,Valid,H4,8600,Fell,1849,35.25,-80.5,"(35.250000, -80.500000)"
Moore County,16736,Valid,Eucrite-cm,1880,Fell,1913,35.41667,-79.38333,"(35.416670, -79.383330)"
Murray,16882,Valid,CM2,12600,Fell,1950,36.6,-88.1,"(36.600000, -88.100000)"
Nanjemoy,16904,Valid,H6,7500,Fell,1825,38.41667,-77.16667,"(38.416670, -77.166670)"
New Concord,16953,Valid,L6,230000,Fell,1860,40,-81.76667,"(40.000000, -81.766670)"
New Orleans,16960,Valid,H5,19256,Fell,2003,29.94718,-90.10976,"(29.947180, -90.109760)"
Nobleborough,16984,Valid,Eucrite-pmict,2300,Fell,1823,44.08333,-69.48333,"(44.083330, -69.483330)"
Noblesville,16985,Valid,H4-6,483.7,Fell,1991,40.08528,-86.055,"(40.085280, -86.055000)"
Norfork,16994,Valid,"Iron, IIIAB",1050,Fell,1918,36.21667,-92.26667,"(36.216670, -92.266670)"
Norton County,17922,Valid,Aubrite,1100000,Fell,1948,39.68333,-99.86667,"(39.683330, -99.866670)"
Orlando,34489,Valid,Eucrite,180,Fell,2004,28.5475,-81.36222,"(28.547500, -81.362220)"
Ottawa,18046,Valid,LL6,840,Fell,1896,38.6,-95.21667,"(38.600000, -95.216670)"
Palahatchie,18073,Valid,OC,,Fell,1910,32.31667,-89.71667,"(32.316670, -89.716670)"
Palmyra,18079,Valid,L3,135,Fell,1926,39.8,-91.5,"(39.800000, -91.500000)"
Paragould,18101,Valid,LL5,408000,Fell,1930,36.06667,-90.5,"(36.066670, -90.500000)"
Park Forest,18106,Valid,L5,18000,Fell,2003,41.48472,-87.67917,"(41.484720, -87.679170)"
Pasamonte,18110,Valid,Eucrite-pmict,5100,Fell,1933,36.21667,-103.4,"(36.216670, -103.400000)"
Peekskill,18782,Valid,H6,12570,Fell,1992,41.28333,-73.91667,"(41.283330, -73.916670)"
Pe̱a Blanca Spring,18786,Valid,Aubrite,70000,Fell,1946,30.125,-103.11667,"(30.125000, -103.116670)"
Petersburg,18801,Valid,Eucrite-pmict,1800,Fell,1855,35.3,-86.63333,"(35.300000, -86.633330)"
Phillips County (stone),18808,Valid,L6,57900,Fell,1901,40,-99.25,"(40.000000, -99.250000)"
Pitts,18837,Valid,"Iron, IAB-ung",3760,Fell,1921,31.95,-83.51667,"(31.950000, -83.516670)"
Plantersville,18846,Valid,H6,2085,Fell,1930,30.7,-96.11667,"(30.700000, -96.116670)"
Portales Valley,18874,Valid,H6,71400,Fell,1998,34.175,-103.295,"(34.175000, -103.295000)"
Pricetown,18888,Valid,L6,900,Fell,1893,39.11667,-83.85,"(39.116670, -83.850000)"
Red Canyon Lake,53502,Valid,H5,18.41,Fell,2007,38.13742,-119.75812,"(38.137420, -119.758120)"
Rich Mountain,22597,Valid,L6,668,Fell,1903,35.03333,-83.03333,"(35.033330, -83.033330)"
Richardton,22599,Valid,H5,90000,Fell,1918,46.88333,-102.31667,"(46.883330, -102.316670)"
Richland Springs,22602,Valid,OC,1900,Fell,1980,31.25,-99.03333,"(31.250000, -99.033330)"
Richmond,22603,Valid,LL5,1800,Fell,1828,37.46667,-77.5,"(37.466670, -77.500000)"
Rochester,22637,Valid,H6,340,Fell,1876,41.08333,-86.28333,"(41.083330, -86.283330)"
Rose City,22766,Valid,H5,10600,Fell,1921,44.51667,-83.95,"(44.516670, -83.950000)"
Salem,23107,Valid,L6,61.4,Fell,1981,44.97917,-122.96944,"(44.979170, -122.969440)"
San Juan Capistrano,23128,Valid,H6,56,Fell,1973,33.48472,-117.6625,"(33.484720, -117.662500)"
Schenectady,23458,Valid,H5,283.3,Fell,1968,42.86083,-73.95028,"(42.860830, -73.950280)"
Searsmont,23472,Valid,H5,5400,Fell,1871,44.36667,-69.2,"(44.366670, -69.200000)"
Sharps,23525,Valid,H3.4,1265,Fell,1921,37.83333,-76.7,"(37.833330, -76.700000)"
Shelburne,23529,Valid,L5,18600,Fell,1904,44.05,-80.16667,"(44.050000, -80.166670)"
Sioux County,23614,Valid,Eucrite-mmict,4100,Fell,1933,42.58333,-103.66667,"(42.583330, -103.666670)"
St. Louis,23089,Valid,H4,1000,Fell,1950,38.7,-90.23333,"(38.700000, -90.233330)"
St. Mary's County,23091,Valid,LL3.3,24.3,Fell,1919,38.16667,-76.38333,"(38.166670, -76.383330)"
Stratford,23728,Valid,L6,50,Fell,1974,41.2,-73.13333,"(41.200000, -73.133330)"
St-Robert,23733,Valid,H5,25400,Fell,1994,45.96861,-72.97806,"(45.968610, -72.978060)"
Success,23736,Valid,L6,3500,Fell,1924,36.48333,-90.66667,"(36.483330, -90.666670)"
Sutter's Mill,55529,Valid,C,992.5,Fell,2012,38.80389,-120.90806,"(38.803890, -120.908060)"
Sylacauga,23773,Valid,H4,5560,Fell,1954,33.18836,-86.2945,"(33.188360, -86.294500)"
Tilden,23998,Valid,L6,74800,Fell,1927,38.2,-89.68333,"(38.200000, -89.683330)"
Torrington,24032,Valid,H6,259.1,Fell,1944,42.06667,-104.16667,"(42.066670, -104.166670)"
Troup,24054,Valid,L6,1020,Fell,1917,32.16667,-95.1,"(32.166670, -95.100000)"
Turtle Lake,47343,Valid,L5,89.3,Fell,1996,45.34583,-92.05167,"(45.345830, -92.051670)"
Vernon County,24168,Valid,H6,1500,Fell,1865,43.5,-91.16667,"(43.500000, -91.166670)"
Walters,24210,Valid,L6,28100,Fell,1946,34.33333,-98.3,"(34.333330, -98.300000)"
Warrenton,24215,Valid,CO3.7,1600,Fell,1877,38.68333,-91.15,"(38.683330, -91.150000)"
Washougal,24218,Valid,Howardite,225,Fell,1939,45.58333,-122.35,"(45.583330, -122.350000)"
Weston,24249,Valid,H4,150000,Fell,1807,41.266667,-73.266667,"(41.266667, -73.266667)"
Wethersfield (1971),24250,Valid,L6,350,Fell,1971,41.7,-72.65,"(41.700000, -72.650000)"
Wethersfield (1982),24251,Valid,L6,2756,Fell,1982,41.71056,-72.67361,"(41.710560, -72.673610)"
Whetstone Mountains,49514,Valid,H5,2138.74,Fell,2009,31.96185,-110.434183,"(31.961850, -110.434183)"
Worden,24337,Valid,L5,1551,Fell,1997,42.38467,-83.6115,"(42.384670, -83.611500)"
Yorktown (New York),30370,Valid,L5,250,Fell,1869,41.28333,-73.81667,"(41.283330, -73.816670)"
Abajo,4,Valid,H5,331,Found,1982,26.8,-105.41667,"(26.800000, -105.416670)"
Abbott,5,Valid,H3-6,21100,Found,1951,36.3,-104.28333,"(36.300000, -104.283330)"
Abernathy,7,Valid,L6,2914,Found,1941,33.85,-101.8,"(33.850000, -101.800000)"
Achilles,369,Valid,H5,16000,Found,1924,39.77667,-100.81333,"(39.776670, -100.813330)"
Ackerly,55379,Valid,L5,3046,Found,1995,32.59033,-101.77217,"(32.590330, -101.772170)"
Acme,371,Valid,H5,75000,Found,1947,33.63333,-104.26667,"(33.633330, -104.266670)"
Acomita,372,Valid,"Pallasite, PMG",3956,Found,1962,35.05,-107.56667,"(35.050000, -107.566670)"
Acu̱a,373,Valid,"Iron, IIIAB",217700,Found,1981,29.31667,-100.96667,"(29.316670, -100.966670)"
Adams County,375,Valid,H5,5700,Found,1928,39.96667,-103.76667,"(39.966670, -103.766670)"
Admire,380,Valid,"Pallasite, PMG",180000,Found,1881,38.7,-96.1,"(38.700000, -96.100000)"
Adrian,388,Valid,H4,22600,Found,1936,35.15,-102.71667,"(35.150000, -102.716670)"
Ahumada,419,Valid,"Pallasite, PMG",52600,Found,1909,30.7,-105.5,"(30.700000, -105.500000)"
Aiken,421,Valid,OC,956,Found,1936,34.2,-101.5,"(34.200000, -101.500000)"
Ainsworth,422,Valid,"Iron, IIAB",80650,Found,1907,42.6,-99.8,"(42.600000, -99.800000)"
Akron (1940),430,Valid,H6,1050,Found,1940,40.15,-103.16667,"(40.150000, -103.166670)"
Akron (1961),431,Valid,L6,4000,Found,1961,40.15,-103.16667,"(40.150000, -103.166670)"
Alamogordo,449,Valid,H5,13600,Found,1938,32.9,-105.93333,"(32.900000, -105.933330)"
Alamosa,450,Valid,L6,1800,Found,1937,37.46667,-105.86667,"(37.466670, -105.866670)"
Albin (pallasite),455,Valid,"Pallasite, PMG",37600,Found,1915,41.5,-104.1,"(41.500000, -104.100000)"
Albin (stone),456,Valid,L,15400,Found,1949,41.41667,-104.1,"(41.416670, -104.100000)"
Albion,457,Valid,"Iron, IVA",12280,Found,1966,46.83333,-117.25,"(46.833330, -117.250000)"
Aldama (a),459,Valid,"Iron, IIIAB",11000,Found,1985,28.83333,-105.86667,"(28.833330, -105.866670)"
Aldama (b),460,Valid,H5,66.5,Found,1996,25.05,-106,"(25.050000, -106.000000)"
Alexander County,464,Valid,"Iron, IAB complex",192,Found,1875,35.75,-81.25,"(35.750000, -81.250000)"
Algoma,470,Valid,"Iron, IAB-sHL",4100,Found,1887,44.65,-87.46667,"(44.650000, -87.466670)"
Alkali,474,Valid,H6,30.47,Found,1998,37.86667,-117.4,"(37.866670, -117.400000)"
Alkali Flat,55662,Valid,L5,28,Found,2011,32.306,-108.9038,"(32.306000, -108.903800)"
Allen,2277,Valid,H4,1407,Found,1923,33.1,-96.7,"(33.100000, -96.700000)"
Allred,2280,Valid,L4,6570,Found,1978,33.1,-102.95,"(33.100000, -102.950000)"
Almelo Township,2281,Valid,L5,3180,Found,1949,39.6,-100.11667,"(39.600000, -100.116670)"
